class,prediction
0,0.224666666666667
0,0.329333333333333
0,0.424666666666667
0,0.330666666666667
0,0.172
0,0.0746666666666667
0,0.0273333333333333
0,0.192
0,0.565333333333333
0,0.02
0,0.102
0,0.200666666666667
0,0.012
0,0.366666666666667
0,0.066
0,0.203333333333333
0,0.0553333333333333
0,0.418666666666667
0,0.122
0,0.0553333333333333
0,0.25
0,0.345333333333333
0,0.385333333333333
0,0.134666666666667
0,0.018
0,0.158666666666667
0,0.205333333333333
0,0.486666666666667
0,0.272666666666667
0,0.336
0,0.024
0,0.112
0,0.076
0,0.0426666666666667
0,0.198666666666667
0,0.320666666666667
0,0.133333333333333
0,0.106
0,0.0366666666666667
0,0.00866666666666667
0,0.206666666666667
0,0.222
0,0.102
0,0.0406666666666667
0,0.184
0,0.0746666666666667
0,0.01
0,0.0466666666666667
0,0.0626666666666667
0,0.0233333333333333
0,0.012
0,0.0933333333333333
0,0.0646666666666667
0,0.166
0,0.0906666666666667
0,0.00933333333333333
0,0.154
0,0.062
0,0.03
0,0.14
0,0.0293333333333333
0,0.0146666666666667
0,0.393333333333333
0,0.0493333333333333
0,0.0406666666666667
0,0.056
0,0.158
0,0.0413333333333333
0,0.105333333333333
0,0.14
0,0.0186666666666667
0,0.118
0,0.0373333333333333
0,0.0513333333333333
0,0.162666666666667
0,0.143333333333333
0,0.0766666666666667
0,0.156666666666667
0,0.510666666666667
0,0.150666666666667
0,0.262
0,0.205333333333333
0,0.0446666666666667
0,0.134
0,0.0466666666666667
0,0.048
0,0.285333333333333
0,0.234
0,0.162666666666667
0,0.00533333333333333
0,0.0193333333333333
0,0.201333333333333
0,0.0893333333333333
0,0.544666666666667
0,0.334
0,0.0473333333333333
0,0.046
0,0.17
0,0.168666666666667
0,0.279333333333333
0,0.0473333333333333
0,0.0826666666666667
0,0.008
0,0.0953333333333333
0,0.0153333333333333
0,0.0993333333333333
1,0.284666666666667
0,0.186
0,0.108666666666667
0,0.100666666666667
0,0.248666666666667
0,0.0793333333333333
0,0.1
0,0.264
0,0.196
0,0.164
1,0.614
1,0.134666666666667
0,0.36
1,0.322
1,0.0673333333333333
1,0.629333333333333
0,0.461333333333333
0,0.444666666666667
1,0.37
1,0.281333333333333
0,0.146666666666667
0,0.0466666666666667
0,0.376666666666667
1,0.00466666666666667
0,0.143333333333333
1,0.176
0,0.238666666666667
0,0.03
0,0.274
0,0.165333333333333
0,0.132666666666667
0,0.0173333333333333
0,0.076
0,0.343333333333333
0,0.148
0,0.0386666666666667
1,0.322
1,0.487333333333333
0,0.418
0,0.278
1,0.276
1,0.206
0,0.458
1,0.561333333333333
1,0.456
1,0.197333333333333
1,0.268
0,0.31
0,0.0433333333333333
0,0.0446666666666667
0,0.259333333333333
1,0.388
0,0.0626666666666667
0,0.491333333333333
0,0.103333333333333
0,0.277333333333333
0,0.248
1,0.537333333333333
1,0.411333333333333
0,0.06
0,0.002
0,0.412666666666667
0,0.268666666666667
0,0.032
0,0.381333333333333
1,0.513333333333333
0,0.096
1,0.490666666666667
1,0.624666666666667
0,0.131333333333333
0,0.110666666666667
1,0.105333333333333
1,0.588666666666667
0,0.351333333333333
1,0.509333333333333
0,0.799333333333333
0,0.024
0,0.295333333333333
1,0.0133333333333333
0,0.311333333333333
0,0.384666666666667
1,0.722666666666667
0,0.024
0,0.316666666666667
1,0.484
0,0.454666666666667
1,0.374
0,0.702666666666667
1,0.486
1,0.684
1,0.162
1,0.183333333333333
1,0.747333333333333
1,0.307333333333333
1,0.291333333333333
